-0.759186, 1.11812, 0.16129
0.900341, -0.828607, -0.946005
0.131553, 1.79982, 2.15237
0.251662, 1.50303, 1.53736
0.349074, 1.19321, 1.06008
0.021805, 1.97629, 1.37296
1.42431, 0.692002, 0.904839
-1.00889, 1.00953, 0.794981
0.790223, -0.50815, 0.20933
0.757679, -0.394858, -0.368532
0.706527, -0.204886, -0.55867
-1.08586, 1.15, 1.02216
-0.062583, 2.04695, 1.8482
-0.199616, 2.0434, 2.37625
-0.741939, 1.14609, 1.75305
-1.34974, 2.70044, 2.43849
1.14291, -0.955341, -1.00326
-0.461136, 1.70099, 1.00628
-0.703554, 1.21363, 0.170162
-1.33336, 2.54342, 2.30365
0.652901, 0.005408, 0.120912
0.654927, -0.002685, -0.384855
0.007307, 1.99248, 2.28962
-1.07827, 1.1312, 0.917495
-0.692657, 1.23393, 1.16874
-0.950086, 0.969035, 1.04351
0.224359, 1.57936, 1.45433
1.02855, -1.02184, -1.77507
-0.91932, 0.967277, 0.522464
-0.158576, 2.05925, 2.14055
-0.630628, 1.35618, 1.47153
0.514607, 0.566372, 0.618324
-0.292182, 1.96528, 1.31072
1.07553, -1.02638, -0.524988
-0.372925, 1.85532, 1.59802
-0.493582, 1.63779, 1.78799
-1.07921, 1.13346, 0.768381
0.802484, -0.548985, -1.214
1.16946, -0.899145, -0.454356
-1.16065, 1.40162, 1.62936
-0.411922, 1.79079, 1.06824
1.03269, -1.02386, -1.25306
0.215212, 1.60381, 2.11572
-0.115208, 2.06247, 1.09272
0.761859, -0.409778, -0.587029
0.157465, 1.74458, 1.03843
-0.257783, 2.00081, 2.09258
-1.23653, 1.79626, 1.5721
-1.29975, 2.25013, 1.82617
0.278885, 1.42211, 1.72443
-1.26767, 2.00452, 1.83353
-0.612859, 1.39262, 2.14625
-1.00834, 1.0089, 0.862807
-0.064756, 2.04802, 2.45003
-0.822067, 1.03229, 1.06654
-1.07183, 1.11613, 1.4998
0.964614, -0.954948, -1.24888
0.273322, 1.43902, 1.20217
-0.59505, 1.42946, 0.765786
-0.377745, 1.8477, 0.484989
-0.952002, 0.969558, 0.361827
1.42993, 0.752844, 0.387051
0.313654, 1.31219, 1.7195
-0.082529, 2.05538, 2.65291
-0.619913, 1.3781, 1.11976
-1.4647, 4.08833, 4.87706
1.14884, -0.944243, -0.939704
-0.384902, 1.8362, 1.04591
0.439478, 0.862564, 0.477168
-0.644718, 1.32762, 1.56719
0.302027, 1.34973, 1.02327
-0.673405, 1.27079, 1.3037
-0.267917, 1.9911, 2.59513
-0.479043, 1.66644, 1.96201
-0.008607, 2.00831, 2.45004
-0.178038, 2.05326, 1.94946
1.35697, 0.058854, -0.941822
-0.097041, 2.05955, 2.14224
1.49643, 1.57538, 1.65319
-0.550198, 1.5226, 1.27923
