-1.464699, 4.088325, 4.877062
-1.349739, 2.700437, 2.438490
-1.333356, 2.543420, 2.303648
-1.315217, 2.380422, 2.474973
-1.299746, 2.250125, 1.826171
-1.267668, 2.004524, 1.833534
-1.236535, 1.796257, 1.572100
-1.160651, 1.401621, 1.629358
-1.085855, 1.149996, 1.022157
-1.079210, 1.133458, 0.768381
-1.078274, 1.131199, 0.917495
-1.071831, 1.116128, 1.499803
-1.020440, 1.023850, 2.137754
-1.015080, 1.016927, 0.518976
-1.008894, 1.009533, 0.794981
-1.008339, 1.008900, 0.862807
-0.952002, 0.969558, 0.361827
-0.950086, 0.969035, 1.043509
-0.942922, 0.967519, 1.284851
-0.919320, 0.967277, 0.522464
-0.822067, 1.032286, 1.066541
-0.782971, 1.082441, 0.484315
-0.759186, 1.118123, 0.161290
-0.741939, 1.146088, 1.753051
-0.703554, 1.213628, 0.170162
-0.692657, 1.233927, 1.168736
-0.673405, 1.270786, 1.303701
-0.654711, 1.307602, 1.454306
-0.644718, 1.327621, 1.567185
-0.630628, 1.356179, 1.471527
-0.619913, 1.378105, 1.119755
-0.612859, 1.392619, 2.146249
-0.595050, 1.429465, 0.765786
-0.550198, 1.522602, 1.279232
-0.532841, 1.558383, 2.309646
-0.503163, 1.618665, 1.295394
-0.493582, 1.637794, 1.787994
-0.479043, 1.666438, 1.962012
-0.461136, 1.700988, 1.006283
-0.411922, 1.790786, 1.068242
-0.384902, 1.836201, 1.045906
-0.377745, 1.847701, 0.484989
-0.372925, 1.855315, 1.598024
-0.292182, 1.965277, 1.310723
-0.267917, 1.991104, 2.595126
-0.257783, 2.000807, 2.092582
-0.241868, 2.014712, 1.520583
-0.233620, 2.021264, 2.031279
-0.199616, 2.043405, 2.376252
-0.178038, 2.053257, 1.949461
-0.158576, 2.059255, 2.140550
-0.115208, 2.062469, 1.092720
-0.097041, 2.059550, 2.142243
-0.082529, 2.055378, 2.652910
-0.064756, 2.048018, 2.450027
-0.062583, 2.046947, 1.848203
-0.008607, 2.008311, 2.450038
0.007307, 1.992479, 2.289621
0.021805, 1.976294, 1.372958
0.084983, 1.886233, 2.101413
0.131553, 1.799822, 2.152367
0.157465, 1.744584, 1.038432
0.215212, 1.603813, 2.115721
0.224359, 1.579361, 1.454326
0.251662, 1.503025, 1.537358
0.268533, 1.453426, 1.310272
0.273322, 1.439020, 1.202171
0.278885, 1.422107, 1.724434
0.302027, 1.349733, 1.023268
0.313654, 1.312188, 1.719497
0.349074, 1.193212, 1.060078
0.439478, 0.862564, 0.477168
0.514607, 0.566372, 0.618324
0.528111, 0.511856, 0.538556
0.652901, 0.005408, 0.120912
0.654927, -0.002685, -0.384855
0.706527, -0.204886, -0.558670
0.713174, -0.230260, 0.164770
0.757679, -0.394858, -0.368532
0.761859, -0.409778, -0.587029
0.790223, -0.508150, 0.209330
0.802484, -0.548985, -1.214000
0.809956, -0.573323, 0.002153
0.823058, -0.614947, -0.691557
0.877554, -0.771846, -0.656927
0.886432, -0.794637, -0.742993
0.900341, -0.828607, -0.946005
0.927784, -0.889021, -0.538061
0.964614, -0.954948, -1.248876
1.028549, -1.021841, -1.775075
1.032687, -1.023858, -1.253060
1.075526, -1.026381, -0.524988
1.142909, -0.955341, -1.003255
1.148845, -0.944243, -0.939704
1.169461, -0.899145, -0.454356
1.356973, 0.058854, -0.941822
1.363073, 0.109146, 0.829496
1.424313, 0.692002, 0.904839
1.429928, 0.752844, 0.387051
1.496435, 1.575379, 1.653186
